,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
588,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,282653,4,0
589,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,265893,4,0
590,0.257,0.452,7,-12.365,1,0.0349,0.744,0.0996,0.38,0.271,83.553,233901,1,5
591,0.453,0.895,2,-9.143,1,0.0649,0.0348,0.00128,0.299,0.446,128.313,210227,4,11
592,0.272,0.219,0,-9.767,1,0.0305,0.938,0.00086,0.263,0.374,74.697,203773,4,11
593,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573,4,9
594,0.678,0.386,9,-15.991,1,0.0464,0.0686,0.109,0.108,0.552,117.303,314667,4,9
595,0.546,0.578,2,-8.745,1,0.0406,0.0114,6.54e-05,0.0692,0.819,128.037,238907,4,5
596,0.67,0.591,7,-6.012,1,0.0646,0.62,0.0,0.373,0.8,91.439,217613,4,11
597,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,174840,4,7
598,0.434,0.563,11,-6.784,1,0.0268,0.0197,0.000824,0.128,0.275,104.183,235373,4,5
599,0.635,0.795,7,-5.313,1,0.0269,0.0514,3.08e-06,0.0751,0.628,115.23,283667,4,0
600,0.795,0.673,5,-6.938,1,0.0327,0.687,0.0,0.344,0.981,105.716,142067,4,14
601,0.779,0.212,10,-9.759,0,0.0362,0.759,0.959,0.235,0.444,94.675,145333,3,14
602,0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,243267,4,5
603,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,228427,4,5
604,0.667,0.655,2,-9.339,0,0.0367,0.0491,0.000894,0.0641,0.657,134.212,506400,4,2
605,0.703,0.895,9,-4.002,0,0.029,0.0367,6.61e-05,0.307,0.965,141.558,169693,4,7
606,0.534,0.471,8,-9.571,1,0.19,0.608,0.0,0.0637,0.89,185.398,140560,4,14
607,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267,4,11
608,0.45,0.442,9,-12.718,0,0.0353,0.493,0.00564,0.134,0.812,208.282,233173,4,5
609,0.443,0.959,4,-4.06,1,0.0888,0.0302,0.000555,0.219,0.451,93.791,338867,4,9
610,0.857,0.602,10,-8.311,1,0.029,0.489,0.0244,0.317,0.957,105.157,239627,4,5
611,0.537,0.815,2,-6.208,1,0.0348,0.000418,0.807,0.194,0.691,145.424,219907,4,11
612,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800,4,5
613,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,139560,4,14
614,0.451,0.364,9,-13.126,1,0.0436,0.469,0.0,0.197,0.298,154.206,444053,4,10
615,0.617,0.768,0,-8.911,1,0.0628,0.0168,1.65e-06,0.576,0.67,138.861,218867,4,11
616,0.787,0.588,6,-14.228,0,0.0355,0.0192,0.0205,0.347,0.803,115.513,245600,4,5
617,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,1
618,0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,214827,4,11
619,0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4,5
620,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,225027,4,11
621,0.73,0.639,7,-11.025,0,0.0524,0.0853,0.00221,0.102,0.658,94.395,263747,4,12
622,0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667,4,11
623,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,4,14
624,0.754,0.571,2,-8.547,1,0.0421,0.0173,0.0,0.3,0.82,122.463,148893,4,14
625,0.629,0.677,1,-7.239,1,0.0299,0.122,9.72e-06,0.0962,0.627,132.783,195000,4,1
626,0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,354240,4,3
627,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,119800,4,14
628,0.571,0.863,4,-7.661,0,0.048,0.257,0.0,0.532,0.782,94.299,179667,4,1
629,0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413,4,3
630,0.581,0.624,9,-8.346,1,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293,4,14
631,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,4,11
632,0.59,0.787,7,-5.766,1,0.0512,6.94e-06,0.845,0.0293,0.598,111.926,287720,4,13
633,0.806,0.7,0,-5.269,0,0.0752,0.00196,0.891,0.267,0.892,111.215,328680,4,9
634,0.58,0.791,11,-7.604,0,0.324,0.196,0.00326,0.0793,0.343,83.323,222107,4,11
635,0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,251293,4,12
636,0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,293933,4,13
637,0.362,0.496,4,-11.532,1,0.0351,0.94,0.917,0.135,0.272,73.557,98116,4,4
638,0.379,0.343,10,-12.993,1,0.0385,0.806,0.0,0.0991,0.694,184.301,179173,4,1
639,0.419,0.36,7,-15.375,1,0.058,0.234,0.000432,0.207,0.232,153.974,190933,5,1
640,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,4,13
641,0.571,0.953,3,-5.002,1,0.0568,0.124,5.57e-06,0.35,0.682,135.599,169027,4,7
642,0.714,0.377,5,-14.541,0,0.0836,0.989,1.08e-05,0.0869,0.88,107.828,137173,4,14
643,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,515387,4,2
644,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4,1
645,0.747,0.446,7,-13.258,0,0.0989,0.612,0.000109,0.179,0.787,96.636,278347,4,0
646,0.792,0.297,0,-16.129,1,0.0635,0.764,1.12e-06,0.173,0.583,103.066,289667,4,13
647,0.506,0.18,0,-12.184,1,0.0443,0.908,2.35e-06,0.0652,0.665,161.51,198107,4,1
648,0.631,0.354,1,-11.112,1,0.0313,0.795,0.000107,0.0879,0.522,73.007,188693,4,1
649,0.574,0.469,2,-11.53,1,0.0403,0.733,1.96e-06,0.856,0.435,111.378,245693,4,5
650,0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694,3,1
651,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372,177493,4,7
652,0.466,0.548,0,-8.321,1,0.0252,0.0928,0.0,0.293,0.439,109.964,237973,4,5
653,0.629,0.876,0,-10.141,1,0.0444,0.0864,7.72e-05,0.0431,0.358,118.01,220960,4,11
654,0.543,0.759,0,-8.792,1,0.028,0.0578,2.26e-06,0.977,0.697,116.005,216413,4,11
655,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4,0
656,0.723,0.596,9,-13.436,1,0.0308,0.0187,0.00513,0.16,0.962,128.068,249947,4,12
657,0.787,0.516,7,-12.792,1,0.0332,0.66,1.1e-05,0.293,0.882,108.19,286667,4,13
658,0.656,0.462,11,-14.072,0,0.0373,0.518,0.000137,0.091,0.642,116.049,271093,4,0
659,0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440,4,13
660,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,110093,4,4
661,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912,164653,4,7
662,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,9
663,0.267,0.78,7,-8.777,1,0.055,0.053,0.192,0.271,0.674,144.292,330107,4,9
664,0.605,0.691,9,-10.57,1,0.0337,0.467,0.742,0.441,0.965,123.288,231787,4,5
665,0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,372893,4,3
666,0.393,0.364,5,-10.945,0,0.0345,0.0021,0.0703,0.121,0.308,118.566,444148,3,10
667,0.505,0.608,7,-5.137,0,0.0756,0.0752,0.0,0.137,0.85,185.25,60672,4,4
668,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,11
669,0.66,0.527,9,-10.714,1,0.0671,0.0212,0.303,0.0636,0.441,139.688,231627,4,5
670,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4,5
671,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227,4,7
672,0.293,0.951,4,-5.846,1,0.0652,0.00345,0.916,0.572,0.561,173.439,136093,4,14
673,0.735,0.72,1,-7.04,1,0.336,0.00105,0.15,0.382,0.364,124.174,403293,4,10
674,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,276000,3,0
675,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,232147,4,5
676,0.5,0.681,0,-9.556,1,0.0672,0.114,4.01e-05,0.139,0.745,119.46,263333,4,12
677,0.594,0.889,5,-7.775,1,0.246,0.768,0.0,0.124,0.8,116.187,221704,4,11
678,0.538,0.607,9,-5.261,0,0.216,0.248,5.54e-06,0.0999,0.515,175.424,160613,4,7
679,0.547,0.287,6,-12.28,1,0.149,0.514,0.774,0.119,0.177,120.792,112960,4,4
680,0.415,0.873,0,-4.758,1,0.0404,0.0075,7.83e-06,0.112,0.889,156.074,142200,4,14
681,0.46,0.567,8,-5.873,1,0.0456,0.129,1.81e-05,0.155,0.248,98.652,283640,4,0
682,0.768,0.541,0,-9.732,1,0.41,0.275,0.0,0.38,0.691,84.045,270253,4,0
683,0.618,0.648,2,-7.098,1,0.0287,0.00416,0.0668,0.171,0.346,129.917,210510,4,11
684,0.617,0.485,5,-8.227,0,0.115,0.868,3.44e-05,0.115,0.845,82.228,158573,4,7
685,0.547,0.469,9,-10.611,0,0.0238,0.049,0.000276,0.094,0.283,89.022,240468,4,5
686,0.749,0.601,0,-13.553,0,0.115,0.814,0.548,0.099,0.676,131.657,155373,4,7
687,0.357,0.331,5,-11.66,1,0.0294,0.61,0.0396,0.0952,0.147,150.315,132949,4,14
688,0.764,0.48,0,-13.63,1,0.0819,0.416,0.316,0.107,0.705,110.175,170667,4,7
689,0.641,0.725,7,-7.376,1,0.039,0.16,0.00321,0.648,0.808,112.529,170133,4,7
690,0.746,0.473,2,-14.567,0,0.142,0.375,0.00562,0.0629,0.247,110.527,315920,4,9
691,0.278,0.427,2,-8.688,1,0.0311,0.351,0.0,0.145,0.243,150.836,276253,4,0
692,0.531,0.626,0,-13.371,1,0.0452,0.0606,0.0,0.0767,0.746,88.236,227693,4,5
693,0.509,0.928,2,-5.833,1,0.0329,0.189,1.41e-06,0.269,0.736,107.921,213150,4,11
694,0.528,0.875,1,-5.912,1,0.0436,0.0145,0.0,0.138,0.479,136.83,209206,4,11
695,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,282747,4,0
696,0.393,0.588,9,-6.68,0,0.0613,0.345,0.0,0.134,0.728,203.145,186333,4,1
697,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,261280,4,12
698,0.62,0.604,7,-9.088,0,0.0261,0.0133,0.102,0.104,0.857,126.576,216627,4,11
699,0.339,0.34,11,-14.377,1,0.0385,0.657,0.459,0.375,0.117,142.362,419133,4,10
700,0.374,0.719,0,-9.336,1,0.177,0.0141,0.000344,0.132,0.671,184.18,384107,4,3
701,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,220561,4,11
702,0.599,0.744,7,-8.72,1,0.0316,0.131,0.00275,0.0795,0.723,91.259,351267,4,3
703,0.537,0.893,9,-10.234,0,0.0636,0.15,0.000286,0.0688,0.588,163.727,261773,4,12
704,0.193,0.498,7,-9.901,1,0.0381,0.107,0.00711,0.332,0.344,205.422,190333,3,1
705,0.381,0.186,4,-15.477,1,0.029,0.613,2.75e-06,0.0694,0.142,65.058,201000,4,1
706,0.438,0.349,4,-15.569,1,0.038,0.338,5.7e-05,0.417,0.683,124.984,163587,4,7
707,0.798,0.511,10,-14.078,1,0.034,0.658,0.00285,0.142,0.962,91.568,125667,4,14
708,0.518,0.431,2,-15.028,1,0.0519,0.41,0.00608,0.343,0.745,127.953,161267,4,7
709,0.455,0.063,0,-21.191,0,0.0387,0.946,0.000131,0.1,0.208,125.392,171907,4,7
710,0.407,0.564,0,-9.992,1,0.0278,0.196,0.000859,0.282,0.352,105.74,299267,4,13
711,0.644,0.523,2,-11.257,1,0.0306,0.312,0.267,0.0717,0.575,115.607,228653,4,5
712,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,200173,4,1
713,0.629,0.795,6,-6.02,1,0.0278,0.136,5.44e-06,0.132,0.6,110.583,190080,3,1
714,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,230600,4,5
715,0.834,0.559,8,-9.366,0,0.0603,0.614,0.00434,0.0839,0.874,119.422,363413,4,3
716,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,256427,4,12
717,0.466,0.588,5,-10.666,0,0.0812,0.285,9.94e-06,0.0535,0.882,156.131,209360,4,11
718,0.474,0.365,0,-5.446,1,0.0306,0.251,2.02e-06,0.186,0.219,113.207,159547,3,7
719,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357267,4,3
720,0.396,0.452,7,-8.809,1,0.0326,0.814,0.0,0.192,0.307,103.264,178733,4,1
721,0.521,0.487,6,-7.525,0,0.0299,0.253,0.0,0.0579,0.483,117.072,173040,4,7
722,0.513,0.775,11,-5.136,0,0.0284,0.0929,0.0,0.404,0.518,112.202,149360,4,14
723,0.556,0.855,0,-6.901,1,0.0403,0.174,0.00381,0.261,0.721,117.248,223465,4,11
724,0.243,0.813,9,-8.809,1,0.102,0.0523,0.21,0.188,0.471,187.617,376267,4,3
725,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634,146360,4,14
726,0.412,0.54,7,-13.897,1,0.0516,0.0582,0.0717,0.0849,0.299,96.783,289360,4,13
727,0.503,0.265,2,-15.913,1,0.0333,0.943,0.045,0.0867,0.522,78.044,212161,4,11
728,0.579,0.0416,9,-18.003,1,0.0322,0.985,0.000326,0.105,0.363,85.58,163979,4,7
729,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,368507,4,3
730,0.55,0.878,9,-7.021,1,0.0371,0.176,8.59e-06,0.392,0.754,151.585,334000,4,9
731,0.31,0.893,2,-6.102,1,0.107,0.119,0.0176,0.248,0.427,126.343,168973,4,7
732,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773,4,0
733,0.623,0.876,11,-7.788,1,0.066,0.0189,0.0134,0.0728,0.515,124.431,217347,4,11
734,0.518,0.454,9,-9.208,1,0.028,0.0531,0.0,0.112,0.216,107.689,195040,4,1
735,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387,4,14
736,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4,1
737,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733,4,1
738,0.474,0.387,2,-14.416,0,0.0305,0.642,0.00557,0.143,0.545,118.486,241347,4,5
739,0.709,0.305,9,-14.809,0,0.0397,0.687,0.0,0.265,0.483,118.821,169533,4,7
740,0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,139467,4,14
741,0.367,0.779,9,-8.334,1,0.0488,0.00574,0.00708,0.288,0.794,90.354,191827,4,1
742,0.588,0.301,0,-14.979,1,0.0294,0.221,0.00236,0.128,0.19,112.458,278441,4,0
743,0.585,0.371,1,-7.398,1,0.036,0.508,0.0,0.0957,0.625,127.291,222147,4,11
744,0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,230760,4,5
745,0.315,0.628,5,-11.904,0,0.0725,0.0893,0.000663,0.109,0.931,190.668,299640,4,13
746,0.599,0.691,4,-4.571,1,0.0301,0.0489,0.0,0.0835,0.729,131.578,215853,4,11
747,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,147493,4,14
748,0.493,0.516,2,-13.071,1,0.0295,0.00072,0.229,0.121,0.621,139.865,227867,4,5
749,0.306,0.398,6,-12.767,1,0.0412,0.0857,6.02e-05,0.0756,0.0948,85.622,191828,4,1
750,0.34,0.472,9,-12.939,1,0.0473,0.275,0.0,0.0843,0.533,78.086,283973,4,0
751,0.316,0.27,7,-14.429,1,0.059,0.171,0.00225,0.165,0.0956,78.476,289467,4,13
752,0.544,0.4,2,-12.504,1,0.0439,0.526,0.0378,0.0716,0.264,76.982,391400,4,3
753,0.493,0.593,2,-13.3,0,0.0613,0.252,0.891,0.0733,0.841,93.397,98373,4,4
754,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4,9
755,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,288293,4,13
756,0.453,0.59,7,-10.393,1,0.0304,0.1,0.00398,0.0882,0.823,172.028,190200,4,1
757,0.524,0.424,4,-18.098,0,0.0401,0.00916,0.151,0.133,0.422,130.054,259800,5,12
758,0.639,0.554,9,-15.648,1,0.026,0.242,0.00434,0.112,0.932,105.055,286776,4,13
759,0.443,0.294,7,-14.801,1,0.0296,0.72,0.000149,0.0997,0.492,115.376,175827,4,7
760,0.532,0.459,9,-10.329,1,0.0307,0.172,6.61e-05,0.0472,0.597,98.196,659267,4,8
761,0.78,0.693,9,-9.429,1,0.0487,0.0551,0.128,0.0464,0.899,119.476,253973,4,12
762,0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.333,108.291,257346,4,12
763,0.564,0.959,11,-13.125,0,0.0691,0.0146,0.638,0.208,0.834,101.239,137133,4,14
764,0.549,0.45,0,-14.252,1,0.0681,0.374,0.000409,0.147,0.464,112.125,144933,4,14
765,0.59,0.546,7,-10.213,1,0.0436,0.301,0.0,0.0936,0.855,114.04,168640,4,7
766,0.792,0.62,1,-6.204,0,0.0344,0.123,4.12e-05,0.0548,0.843,123.933,293933,4,13
767,0.675,0.496,9,-13.313,0,0.046,0.0677,0.000813,0.209,0.712,102.581,514640,4,2
768,0.566,0.688,7,-7.507,1,0.071,0.441,0.0,0.0553,0.95,147.274,180520,4,1
769,0.567,0.32,2,-18.386,0,0.036,0.345,2.51e-06,0.316,0.529,76.58,392267,4,3
770,0.694,0.631,9,-7.575,0,0.0284,0.436,5.74e-05,0.487,0.885,119.626,251680,4,12
771,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4,12
772,0.373,0.869,4,-7.719,1,0.0554,0.164,7.76e-06,0.605,0.696,184.024,221400,4,11
773,0.367,0.609,9,-11.221,0,0.0457,0.301,0.0243,0.196,0.443,149.386,210547,4,11
774,0.337,0.886,4,-8.607,1,0.098,0.0716,0.00156,0.204,0.648,177.713,242640,4,5
775,0.453,0.776,0,-9.937,1,0.0432,0.162,3.81e-05,0.349,0.568,85.992,289587,4,13
776,0.298,0.581,4,-8.133,0,0.0289,0.381,0.0224,0.172,0.26,89.285,383973,4,3
777,0.565,0.603,4,-9.533,1,0.0287,0.0612,0.00144,0.0666,0.489,126.984,251440,4,12
778,0.679,0.374,11,-10.565,0,0.0482,0.402,2.49e-05,0.0541,0.871,80.86,306800,4,13
779,0.496,0.509,7,-15.252,1,0.0326,0.00754,0.00532,0.061,0.851,92.983,217427,4,11
780,0.783,0.878,1,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173,4,12
781,0.411,0.763,9,-6.738,0,0.0541,0.199,0.00447,0.329,0.462,121.57,186560,4,1
782,0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200,4,5
783,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,229227,4,5
